 ,Label,Area,Mean,X,Y
1,BT3_8.JPG,0,78,1851.833,1426.750
2,BT3_8.JPG,0,81,1852.833,1425.583
3,BT3_8.JPG,0,80,1854.333,1424.250
4,BT3_8.JPG,0,83,1862.917,1429.583
5,BT3_8.JPG,0,83,1864.083,1429.250
6,BT3_8.JPG,0,88,1900.167,1397.750
7,BT3_8.JPG,0,79,1900.333,1395.833
8,BT3_8.JPG,0,84,1899.833,1395
9,BT3_8.JPG,0,72,1904.417,1381
10,BT3_8.JPG,0,74,1905.917,1382.500
11,BT3_8.JPG,0,76,1906.167,1383.833
12,BT3_8.JPG,0,79,1803.750,1421.750
13,BT3_8.JPG,0,82,1802.167,1423.833
14,BT3_8.JPG,0,77,1803.167,1424.667
15,BT3_8.JPG,0,71,1777.667,1312.250
16,BT3_8.JPG,0,88,1776.667,1314.250
17,BT3_8.JPG,0,86,1774.667,1323.833
18,BT3_8.JPG,0,86,1772.500,1326.417
19,BT3_8.JPG,0,69,1764.667,1313.917
20,BT3_8.JPG,0,54,1767.167,1315
21,BT3_8.JPG,0,85,1753.833,1307.917
22,BT3_8.JPG,0,97,1759.417,1292
23,BT3_8.JPG,0,86,1755.500,1294
24,BT3_8.JPG,0,61,1724.833,1285.083
25,BT3_8.JPG,0,76,1722.667,1287.167
26,BT3_8.JPG,0,83,1648.500,1278.583
27,BT3_8.JPG,0,98,1650.833,1280
28,BT3_8.JPG,0,82,1652.083,1264.583
29,BT3_8.JPG,0,71,1653.833,1263.083
30,BT3_8.JPG,0,63,1655.250,1227.167
31,BT3_8.JPG,0,77,1653.833,1230
32,BT3_8.JPG,0,68,1688.417,1235.417
33,BT3_8.JPG,0,56,1690.250,1234.500
34,BT3_8.JPG,0,68,1668.167,1180.500
35,BT3_8.JPG,0,94,1674.750,1194.583
36,BT3_8.JPG,0,88,1675.417,1195
37,BT3_8.JPG,0,86,1700.500,1206
38,BT3_8.JPG,0,80,1700.167,1203.667
39,BT3_8.JPG,0,57,1687.833,1164.333
40,BT3_8.JPG,0,51,1686.667,1162.583
41,BT3_8.JPG,0,56,1719.583,1084.500
42,BT3_8.JPG,0,64,1719.333,1087.750
43,BT3_8.JPG,0,62,1754.583,1091
44,BT3_8.JPG,0,62,1757.500,1088.333
45,BT3_8.JPG,0,82,1741,1070.167
46,BT3_8.JPG,0,63,1800,1071.667
47,BT3_8.JPG,0,63,1800.917,1071
48,BT3_8.JPG,0,63,1829.083,1072.833
49,BT3_8.JPG,0,48,1812.167,1090.333
50,BT3_8.JPG,0,60,1807.500,1090.333
51,BT3_8.JPG,0,78,1843.250,1085.250
52,BT3_8.JPG,0,59,1844.333,1083.833
53,BT3_8.JPG,0,86,1854.667,1087.667
54,BT3_8.JPG,0,79,1857.083,1087.333
55,BT3_8.JPG,0,77,1852.250,1096.417
56,BT3_8.JPG,0,73,1853.083,1099.250
57,BT3_8.JPG,0,57,1846.500,1102.917
58,BT3_8.JPG,0,70,1845,1104.583
59,BT3_8.JPG,0,66,1849.500,1122.417
60,BT3_8.JPG,0,53,1850.167,1124.083
61,BT3_8.JPG,0,85,1898.167,1100.083
62,BT3_8.JPG,0,92,1898.667,1098
63,BT3_8.JPG,0,93,1871.333,1070.583
64,BT3_8.JPG,0,95,1870.750,1068.833
65,BT3_8.JPG,0,78,2069.833,1100
