 ,Label,Area,Mean,X,Y
1,AC.Langille_8.JPG,0,51,2309.750,1505.125
2,AC.Langille_8.JPG,0,64,2310.500,1504.625
3,AC.Langille_8.JPG,0,57,2311.625,1504.125
4,AC.Langille_8.JPG,0,63,2313,1504.125
5,AC.Langille_8.JPG,0,63,2313.750,1504.250
6,AC.Langille_8.JPG,0,57,2314.500,1504.875
7,AC.Langille_8.JPG,0,75,2315.125,1507
8,AC.Langille_8.JPG,0,72,2315.250,1508
9,AC.Langille_8.JPG,0,72,2313.250,1510.125
10,AC.Langille_8.JPG,0,62,2310.375,1509.125
11,AC.Langille_8.JPG,0,88,2308.500,1507.875
12,AC.Langille_8.JPG,0,47,2311.625,1484
13,AC.Langille_8.JPG,0,60,2312.500,1484
14,AC.Langille_8.JPG,0,51,2314.750,1485
15,AC.Langille_8.JPG,0,40,2316.375,1487.375
16,AC.Langille_8.JPG,0,69,2317.625,1492.125
17,AC.Langille_8.JPG,0,62,2318.875,1493.875
18,AC.Langille_8.JPG,0,46,2319.625,1494
19,AC.Langille_8.JPG,0,67,2321.375,1493.875
20,AC.Langille_8.JPG,0,197,2323.250,1494
21,AC.Langille_8.JPG,0,122,2323.375,1493.250
22,AC.Langille_8.JPG,0,191,2324,1492
23,AC.Langille_8.JPG,0,108,2324.625,1490.625
24,AC.Langille_8.JPG,0,173,2324,1489.250
25,AC.Langille_8.JPG,0,133,2323.500,1488.250
26,AC.Langille_8.JPG,0,118,2322.125,1487
27,AC.Langille_8.JPG,0,137,2320.250,1486.250
28,AC.Langille_8.JPG,0,100,2171.250,1479
29,AC.Langille_8.JPG,0,173,2172.375,1477.625
30,AC.Langille_8.JPG,0,94,2174.500,1476.125
31,AC.Langille_8.JPG,0,93,2178.500,1476.375
32,AC.Langille_8.JPG,0,84,2179.500,1478.500
33,AC.Langille_8.JPG,0,95,2179.375,1481.125
34,AC.Langille_8.JPG,0,81,2178.500,1483.500
35,AC.Langille_8.JPG,0,91,2176.250,1484.500
36,AC.Langille_8.JPG,0,72,2174.125,1485.125
37,AC.Langille_8.JPG,0,48,2174.125,1487.250
38,AC.Langille_8.JPG,0,91,2172,1488.750
39,AC.Langille_8.JPG,0,67,2169.125,1488.750
40,AC.Langille_8.JPG,0,69,2167.875,1486.500
41,AC.Langille_8.JPG,0,62,2164.750,1484.500
42,AC.Langille_8.JPG,0,67,2161,1484
43,AC.Langille_8.JPG,0,74,2159.625,1481.875
44,AC.Langille_8.JPG,0,108,2159.500,1478.125
45,AC.Langille_8.JPG,0,93,2161,1476.375
46,AC.Langille_8.JPG,0,76,2019.500,1398.125
47,AC.Langille_8.JPG,0,95,2019.500,1399.750
48,AC.Langille_8.JPG,0,84,2019.750,1402.250
49,AC.Langille_8.JPG,0,156,2019,1404.375
50,AC.Langille_8.JPG,0,74,2016.250,1404.875
51,AC.Langille_8.JPG,0,74,2014.250,1403.625
52,AC.Langille_8.JPG,0,89,2013.375,1401.250
53,AC.Langille_8.JPG,0,87,1981.750,1378.250
54,AC.Langille_8.JPG,0,197,1981,1374
55,AC.Langille_8.JPG,0,203,1978.500,1372.875
56,AC.Langille_8.JPG,0,89,1975.500,1373.125
57,AC.Langille_8.JPG,0,57,1974.125,1374.375
58,AC.Langille_8.JPG,0,100,1973.250,1375.750
59,AC.Langille_8.JPG,0,67,1912.750,1337.875
60,AC.Langille_8.JPG,0,76,1915.125,1337
61,AC.Langille_8.JPG,0,59,1915.875,1335.250
62,AC.Langille_8.JPG,0,101,1916.250,1332.375
63,AC.Langille_8.JPG,0,132,1914.375,1330.250
64,AC.Langille_8.JPG,0,68,1822.500,1475.875
65,AC.Langille_8.JPG,0,129,1825.750,1474.875
66,AC.Langille_8.JPG,0,72,1827.750,1476.375
67,AC.Langille_8.JPG,0,80,1829.500,1475.375
68,AC.Langille_8.JPG,0,46,1834.375,1476.750
69,AC.Langille_8.JPG,0,150,1836,1475
70,AC.Langille_8.JPG,0,165,1837.500,1473.500
71,AC.Langille_8.JPG,0,90,1837.500,1471
72,AC.Langille_8.JPG,0,139,1836.125,1468.500
73,AC.Langille_8.JPG,0,59,1855.125,1536.750
74,AC.Langille_8.JPG,0,86,1855.250,1534.250
75,AC.Langille_8.JPG,0,128,1854,1531.750
76,AC.Langille_8.JPG,0,51,1852,1530.375
77,AC.Langille_8.JPG,0,95,1849.625,1530.250
78,AC.Langille_8.JPG,0,85,1847.625,1530
79,AC.Langille_8.JPG,0,67,1845.500,1530.875
80,AC.Langille_8.JPG,0,99,1843.875,1533.250
81,AC.Langille_8.JPG,0,90,1845.125,1536.625
82,AC.Langille_8.JPG,0,89,1847.625,1538
83,AC.Langille_8.JPG,0,83,1851.250,1538.125
84,AC.Langille_8.JPG,0,44,1813.625,1647.125
85,AC.Langille_8.JPG,0,81,1817,1646
86,AC.Langille_8.JPG,0,38,1817,1644
87,AC.Langille_8.JPG,0,71,1816.125,1641.750
88,AC.Langille_8.JPG,0,77,1816.625,1637.625
89,AC.Langille_8.JPG,0,83,1813.250,1636.875
90,AC.Langille_8.JPG,0,95,1810.500,1635.250
91,AC.Langille_8.JPG,0,49,1810.500,1631.750
92,AC.Langille_8.JPG,0,212,1814.250,1628.875
93,AC.Langille_8.JPG,0,128,1803.375,1637
94,AC.Langille_8.JPG,0,54,1801.500,1635.125
95,AC.Langille_8.JPG,0,54,1800,1634.375
96,AC.Langille_8.JPG,0,66,1796.125,1634.375
97,AC.Langille_8.JPG,0,56,1794.375,1632
98,AC.Langille_8.JPG,0,28,1793,1629.250
99,AC.Langille_8.JPG,0,39,1789.750,1628.250
100,Red,0,44,1787.375,1629.875
101,AC.Langille_8.JPG,0,41,2309.750,1505.125
102,AC.Langille_8.JPG,0,54,2310.500,1504.625
103,AC.Langille_8.JPG,0,47,2311.625,1504.125
104,AC.Langille_8.JPG,0,53,2313,1504.125
105,AC.Langille_8.JPG,0,53,2313.750,1504.250
106,AC.Langille_8.JPG,0,50,2314.500,1504.875
107,AC.Langille_8.JPG,0,68,2315.125,1507
108,AC.Langille_8.JPG,0,64,2315.250,1508
109,AC.Langille_8.JPG,0,65,2313.250,1510.125
110,AC.Langille_8.JPG,0,52,2310.375,1509.125
111,AC.Langille_8.JPG,0,78,2308.500,1507.875
112,AC.Langille_8.JPG,0,39,2311.625,1484
113,AC.Langille_8.JPG,0,52,2312.500,1484
114,AC.Langille_8.JPG,0,43,2314.750,1485
115,AC.Langille_8.JPG,0,32,2316.375,1487.375
116,AC.Langille_8.JPG,0,59,2317.625,1492.125
117,AC.Langille_8.JPG,0,53,2318.875,1493.875
118,AC.Langille_8.JPG,0,37,2319.625,1494
119,AC.Langille_8.JPG,0,57,2321.375,1493.875
120,AC.Langille_8.JPG,0,190,2323.250,1494
121,AC.Langille_8.JPG,0,115,2323.375,1493.250
122,AC.Langille_8.JPG,0,186,2324,1492
123,AC.Langille_8.JPG,0,102,2324.625,1490.625
124,AC.Langille_8.JPG,0,167,2324,1489.250
125,AC.Langille_8.JPG,0,127,2323.500,1488.250
126,AC.Langille_8.JPG,0,115,2322.125,1487
127,AC.Langille_8.JPG,0,131,2320.250,1486.250
128,AC.Langille_8.JPG,0,89,2171.250,1479
129,AC.Langille_8.JPG,0,160,2172.375,1477.625
130,AC.Langille_8.JPG,0,82,2174.500,1476.125
131,AC.Langille_8.JPG,0,78,2178.500,1476.375
132,AC.Langille_8.JPG,0,69,2179.500,1478.500
133,AC.Langille_8.JPG,0,80,2179.375,1481.125
134,AC.Langille_8.JPG,0,68,2178.500,1483.500
135,AC.Langille_8.JPG,0,80,2176.250,1484.500
136,AC.Langille_8.JPG,0,63,2174.125,1485.125
137,AC.Langille_8.JPG,0,41,2174.125,1487.250
138,AC.Langille_8.JPG,0,85,2172,1488.750
139,AC.Langille_8.JPG,0,61,2169.125,1488.750
140,AC.Langille_8.JPG,0,64,2167.875,1486.500
141,AC.Langille_8.JPG,0,56,2164.750,1484.500
142,AC.Langille_8.JPG,0,61,2161,1484
143,AC.Langille_8.JPG,0,71,2159.625,1481.875
144,AC.Langille_8.JPG,0,105,2159.500,1478.125
145,AC.Langille_8.JPG,0,87,2161,1476.375
146,AC.Langille_8.JPG,0,69,2019.500,1398.125
147,AC.Langille_8.JPG,0,85,2019.500,1399.750
148,AC.Langille_8.JPG,0,74,2019.750,1402.250
149,AC.Langille_8.JPG,0,149,2019,1404.375
150,AC.Langille_8.JPG,0,67,2016.250,1404.875
151,AC.Langille_8.JPG,0,67,2014.250,1403.625
152,AC.Langille_8.JPG,0,79,2013.375,1401.250
153,AC.Langille_8.JPG,0,84,1981.750,1378.250
154,AC.Langille_8.JPG,0,195,1981,1374
155,AC.Langille_8.JPG,0,201,1978.500,1372.875
156,AC.Langille_8.JPG,0,87,1975.500,1373.125
157,AC.Langille_8.JPG,0,55,1974.125,1374.375
158,AC.Langille_8.JPG,0,98,1973.250,1375.750
159,AC.Langille_8.JPG,0,63,1912.750,1337.875
160,AC.Langille_8.JPG,0,72,1915.125,1337
161,AC.Langille_8.JPG,0,55,1915.875,1335.250
162,AC.Langille_8.JPG,0,97,1916.250,1332.375
163,AC.Langille_8.JPG,0,128,1914.375,1330.250
164,AC.Langille_8.JPG,0,55,1822.500,1475.875
165,AC.Langille_8.JPG,0,117,1825.750,1474.875
166,AC.Langille_8.JPG,0,57,1827.750,1476.375
167,AC.Langille_8.JPG,0,64,1829.500,1475.375
168,AC.Langille_8.JPG,0,33,1834.375,1476.750
169,AC.Langille_8.JPG,0,142,1836,1475
170,AC.Langille_8.JPG,0,157,1837.500,1473.500
171,AC.Langille_8.JPG,0,79,1837.500,1471
172,AC.Langille_8.JPG,0,131,1836.125,1468.500
173,AC.Langille_8.JPG,0,56,1855.125,1536.750
